date,product_id,category,sales
2024-08-24,29-017-6255,Fruits & Vegetables,1
2024-09-13,29-017-6255,Fruits & Vegetables,1
2024-09-14,29-017-6255,Fruits & Vegetables,1
2024-09-17,29-017-6255,Fruits & Vegetables,1
2024-09-21,29-017-6255,Fruits & Vegetables,1
2024-09-25,29-017-6255,Fruits & Vegetables,1
2024-09-28,29-017-6255,Fruits & Vegetables,1
2024-09-30,29-017-6255,Fruits & Vegetables,1
2024-10-01,29-017-6255,Fruits & Vegetables,1
2024-10-04,29-017-6255,Fruits & Vegetables,1
2024-10-05,29-017-6255,Fruits & Vegetables,2
2024-10-10,29-017-6255,Fruits & Vegetables,1
2024-10-16,29-017-6255,Fruits & Vegetables,1
2024-10-18,29-017-6255,Fruits & Vegetables,1
2024-10-19,29-017-6255,Fruits & Vegetables,1
2024-10-23,29-017-6255,Fruits & Vegetables,1
2024-10-24,29-017-6255,Fruits & Vegetables,2
2024-10-26,29-017-6255,Fruits & Vegetables,1
2024-10-28,29-017-6255,Fruits & Vegetables,1
2024-10-29,29-017-6255,Fruits & Vegetables,1
2024-10-30,29-017-6255,Fruits & Vegetables,1
2024-11-01,29-017-6255,Fruits & Vegetables,1
2024-11-04,29-017-6255,Fruits & Vegetables,1
2024-11-07,29-017-6255,Fruits & Vegetables,1
2024-11-12,29-017-6255,Fruits & Vegetables,1
2024-11-14,29-017-6255,Fruits & Vegetables,1
2024-11-15,29-017-6255,Fruits & Vegetables,2
2024-11-18,29-017-6255,Fruits & Vegetables,2
2024-11-23,29-017-6255,Fruits & Vegetables,2
2024-12-03,29-017-6255,Fruits & Vegetables,1
2024-12-04,29-017-6255,Fruits & Vegetables,1
2024-12-06,29-017-6255,Fruits & Vegetables,1
2024-12-08,29-017-6255,Fruits & Vegetables,1
2024-12-13,29-017-6255,Fruits & Vegetables,1
2024-12-15,29-017-6255,Fruits & Vegetables,1
2024-12-19,29-017-6255,Fruits & Vegetables,1
2024-12-27,29-017-6255,Fruits & Vegetables,1
2024-12-28,29-017-6255,Fruits & Vegetables,1
2024-12-30,29-017-6255,Fruits & Vegetables,1
2024-04-01,79-569-8856,Oils & Fats,1
2024-04-02,79-569-8856,Oils & Fats,1
2024-04-06,79-569-8856,Oils & Fats,1
2024-04-07,79-569-8856,Oils & Fats,2
2024-04-10,79-569-8856,Oils & Fats,1
2024-04-12,79-569-8856,Oils & Fats,1
2024-04-13,79-569-8856,Oils & Fats,1
2024-04-14,79-569-8856,Oils & Fats,1
2024-04-23,79-569-8856,Oils & Fats,1
2024-04-24,79-569-8856,Oils & Fats,1
2024-04-25,79-569-8856,Oils & Fats,1
2024-04-28,79-569-8856,Oils & Fats,2
2024-05-02,79-569-8856,Oils & Fats,1
2024-05-03,79-569-8856,Oils & Fats,1
2024-05-04,79-569-8856,Oils & Fats,1
2024-05-05,79-569-8856,Oils & Fats,1
2024-05-09,79-569-8856,Oils & Fats,3
2024-05-10,79-569-8856,Oils & Fats,2
2024-05-11,79-569-8856,Oils & Fats,1
2024-04-09,28-146-2641,Dairy,1
2024-04-10,28-146-2641,Dairy,1
2024-04-16,28-146-2641,Dairy,1
2024-04-21,28-146-2641,Dairy,1
2024-04-25,28-146-2641,Dairy,1
2024-05-27,28-146-2641,Dairy,1
2024-06-01,28-146-2641,Dairy,1
2024-06-13,28-146-2641,Dairy,1
2024-06-14,28-146-2641,Dairy,1
2024-06-17,28-146-2641,Dairy,1
2024-06-20,28-146-2641,Dairy,1
2024-07-02,28-146-2641,Dairy,1
2024-07-18,28-146-2641,Dairy,1
2024-07-25,28-146-2641,Dairy,2
2024-07-26,28-146-2641,Dairy,1
2024-08-03,28-146-2641,Dairy,1
2024-08-25,28-146-2641,Dairy,1
2024-08-27,28-146-2641,Dairy,1
2024-08-28,28-146-2641,Dairy,2
2024-08-31,28-146-2641,Dairy,1
2024-09-07,28-146-2641,Dairy,1
2024-09-16,28-146-2641,Dairy,1
2024-09-21,28-146-2641,Dairy,1
2024-09-25,28-146-2641,Dairy,1
2024-10-20,28-146-2641,Dairy,1
2024-10-28,28-146-2641,Dairy,1
2024-11-04,28-146-2641,Dairy,1
2024-11-13,28-146-2641,Dairy,3
2024-11-30,28-146-2641,Dairy,1
2024-12-17,28-146-2641,Dairy,1
2024-12-20,28-146-2641,Dairy,1
2024-05-06,11-581-9869,Fruits & Vegetables,1
2024-05-20,11-581-9869,Fruits & Vegetables,1
2024-05-21,11-581-9869,Fruits & Vegetables,1
2024-05-24,11-581-9869,Fruits & Vegetables,1
2024-05-27,11-581-9869,Fruits & Vegetables,1
2024-05-29,11-581-9869,Fruits & Vegetables,1
2024-06-04,11-581-9869,Fruits & Vegetables,1
2024-06-06,11-581-9869,Fruits & Vegetables,1
2024-06-07,11-581-9869,Fruits & Vegetables,2
2024-06-23,11-581-9869,Fruits & Vegetables,1
2024-07-08,11-581-9869,Fruits & Vegetables,1
2024-07-12,11-581-9869,Fruits & Vegetables,1
2024-07-15,11-581-9869,Fruits & Vegetables,1
2024-07-16,11-581-9869,Fruits & Vegetables,1
2024-07-17,11-581-9869,Fruits & Vegetables,1
2024-07-21,11-581-9869,Fruits & Vegetables,1
2024-07-26,11-581-9869,Fruits & Vegetables,1
2024-07-31,11-581-9869,Fruits & Vegetables,1
2024-08-01,11-581-9869,Fruits & Vegetables,1
2024-08-03,11-581-9869,Fruits & Vegetables,1
2024-08-09,11-581-9869,Fruits & Vegetables,1
2024-08-13,11-581-9869,Fruits & Vegetables,1
2024-08-21,11-581-9869,Fruits & Vegetables,2
2024-08-22,11-581-9869,Fruits & Vegetables,1
2024-08-23,11-581-9869,Fruits & Vegetables,1
2024-09-03,11-581-9869,Fruits & Vegetables,1
2024-09-15,11-581-9869,Fruits & Vegetables,1
2024-09-20,11-581-9869,Fruits & Vegetables,1
2024-09-27,11-581-9869,Fruits & Vegetables,1
2024-09-28,11-581-9869,Fruits & Vegetables,1
2024-10-02,11-581-9869,Fruits & Vegetables,1
2024-10-05,11-581-9869,Fruits & Vegetables,2
2024-10-10,11-581-9869,Fruits & Vegetables,1
2024-10-11,11-581-9869,Fruits & Vegetables,1
2024-10-22,11-581-9869,Fruits & Vegetables,1
2024-10-25,11-581-9869,Fruits & Vegetables,1
2024-10-31,11-581-9869,Fruits & Vegetables,1
2024-11-20,11-581-9869,Fruits & Vegetables,1
2024-11-28,11-581-9869,Fruits & Vegetables,1
2024-12-03,11-581-9869,Fruits & Vegetables,1
2024-12-12,11-581-9869,Fruits & Vegetables,1
2024-05-02,13-202-4809,Fruits & Vegetables,1
2024-05-04,13-202-4809,Fruits & Vegetables,2
2024-05-05,13-202-4809,Fruits & Vegetables,1
2024-05-08,13-202-4809,Fruits & Vegetables,2
2024-05-09,13-202-4809,Fruits & Vegetables,2
2024-05-10,13-202-4809,Fruits & Vegetables,1
2024-05-11,13-202-4809,Fruits & Vegetables,1
2024-05-12,13-202-4809,Fruits & Vegetables,2
2024-05-13,13-202-4809,Fruits & Vegetables,2
2024-05-16,13-202-4809,Fruits & Vegetables,4
2024-05-17,13-202-4809,Fruits & Vegetables,1
2024-05-18,13-202-4809,Fruits & Vegetables,1
2024-05-19,13-202-4809,Fruits & Vegetables,2
2024-05-24,13-202-4809,Fruits & Vegetables,3
2024-05-25,13-202-4809,Fruits & Vegetables,2
2024-05-26,13-202-4809,Fruits & Vegetables,1
2024-05-27,13-202-4809,Fruits & Vegetables,1
2024-05-28,13-202-4809,Fruits & Vegetables,2
2024-05-30,13-202-4809,Fruits & Vegetables,1
2024-06-01,13-202-4809,Fruits & Vegetables,1
2024-06-02,13-202-4809,Fruits & Vegetables,2
2024-06-07,13-202-4809,Fruits & Vegetables,1
2024-06-08,13-202-4809,Fruits & Vegetables,2
2024-06-09,13-202-4809,Fruits & Vegetables,3
2024-06-10,13-202-4809,Fruits & Vegetables,2
2024-06-11,13-202-4809,Fruits & Vegetables,1
2024-06-13,13-202-4809,Fruits & Vegetables,2
2024-06-14,13-202-4809,Fruits & Vegetables,1
2024-06-15,13-202-4809,Fruits & Vegetables,1
2024-06-16,13-202-4809,Fruits & Vegetables,1
2024-06-18,13-202-4809,Fruits & Vegetables,1
2024-06-21,13-202-4809,Fruits & Vegetables,2
2024-06-22,13-202-4809,Fruits & Vegetables,2
2024-06-23,13-202-4809,Fruits & Vegetables,1
2024-06-25,13-202-4809,Fruits & Vegetables,2
2024-06-27,13-202-4809,Fruits & Vegetables,1
2024-06-28,13-202-4809,Fruits & Vegetables,1
2024-06-29,13-202-4809,Fruits & Vegetables,2
2024-06-30,13-202-4809,Fruits & Vegetables,2
2024-07-02,13-202-4809,Fruits & Vegetables,2
2024-07-03,13-202-4809,Fruits & Vegetables,1
2024-07-04,13-202-4809,Fruits & Vegetables,2
2024-07-05,13-202-4809,Fruits & Vegetables,1
2024-07-06,13-202-4809,Fruits & Vegetables,1
2024-07-07,13-202-4809,Fruits & Vegetables,3
2024-07-08,13-202-4809,Fruits & Vegetables,1
2024-07-09,13-202-4809,Fruits & Vegetables,1
2024-07-10,13-202-4809,Fruits & Vegetables,3
2024-07-11,13-202-4809,Fruits & Vegetables,1
2024-07-13,13-202-4809,Fruits & Vegetables,1
2024-07-14,13-202-4809,Fruits & Vegetables,1
2024-07-16,13-202-4809,Fruits & Vegetables,1
2024-07-20,13-202-4809,Fruits & Vegetables,3
2024-07-21,13-202-4809,Fruits & Vegetables,1
2024-07-22,13-202-4809,Fruits & Vegetables,1
2024-07-25,13-202-4809,Fruits & Vegetables,1
2024-07-26,13-202-4809,Fruits & Vegetables,1
2024-07-27,13-202-4809,Fruits & Vegetables,1
2024-07-28,13-202-4809,Fruits & Vegetables,1
2024-05-03,70-145-2550,Fruits & Vegetables,2
2024-05-07,70-145-2550,Fruits & Vegetables,1
2024-05-09,70-145-2550,Fruits & Vegetables,1
2024-05-15,70-145-2550,Fruits & Vegetables,1
2024-05-16,70-145-2550,Fruits & Vegetables,1
2024-05-27,70-145-2550,Fruits & Vegetables,1
2024-05-28,70-145-2550,Fruits & Vegetables,1
2024-05-29,70-145-2550,Fruits & Vegetables,1
2024-05-30,70-145-2550,Fruits & Vegetables,1
2024-06-02,70-145-2550,Fruits & Vegetables,1
2024-06-04,70-145-2550,Fruits & Vegetables,1
2024-06-06,70-145-2550,Fruits & Vegetables,1
2024-06-11,70-145-2550,Fruits & Vegetables,1
2024-06-13,70-145-2550,Fruits & Vegetables,2
2024-06-14,70-145-2550,Fruits & Vegetables,1
2024-06-16,70-145-2550,Fruits & Vegetables,2
2024-06-17,70-145-2550,Fruits & Vegetables,1
2024-06-18,70-145-2550,Fruits & Vegetables,2
2024-06-21,70-145-2550,Fruits & Vegetables,1
2024-06-23,70-145-2550,Fruits & Vegetables,2
2024-06-26,70-145-2550,Fruits & Vegetables,1
2024-06-27,70-145-2550,Fruits & Vegetables,1
2024-06-28,70-145-2550,Fruits & Vegetables,1
2024-06-30,70-145-2550,Fruits & Vegetables,1
2024-07-06,70-145-2550,Fruits & Vegetables,1
2024-07-17,70-145-2550,Fruits & Vegetables,1
2024-07-19,70-145-2550,Fruits & Vegetables,1
2024-07-21,70-145-2550,Fruits & Vegetables,1
2024-07-24,70-145-2550,Fruits & Vegetables,1
2024-08-01,70-145-2550,Fruits & Vegetables,1
2024-08-03,70-145-2550,Fruits & Vegetables,2
2024-08-06,70-145-2550,Fruits & Vegetables,1
2024-05-03,10-626-8536,Grains & Pulses,1
2024-05-07,10-626-8536,Grains & Pulses,1
2024-05-11,10-626-8536,Grains & Pulses,1
2024-05-13,10-626-8536,Grains & Pulses,1
2024-05-25,10-626-8536,Grains & Pulses,1
2024-05-26,10-626-8536,Grains & Pulses,1
2024-05-30,10-626-8536,Grains & Pulses,2
2024-06-01,10-626-8536,Grains & Pulses,1
2024-06-02,10-626-8536,Grains & Pulses,1
2024-06-08,10-626-8536,Grains & Pulses,2
2024-06-11,10-626-8536,Grains & Pulses,1
2024-06-15,10-626-8536,Grains & Pulses,1
2024-06-19,10-626-8536,Grains & Pulses,1
2024-06-25,10-626-8536,Grains & Pulses,1
2024-07-01,10-626-8536,Grains & Pulses,1
2024-07-03,10-626-8536,Grains & Pulses,1
2024-07-04,10-626-8536,Grains & Pulses,1
2024-07-06,10-626-8536,Grains & Pulses,1
2024-07-10,10-626-8536,Grains & Pulses,1
2024-07-17,10-626-8536,Grains & Pulses,1
2024-07-19,10-626-8536,Grains & Pulses,1
2024-07-21,10-626-8536,Grains & Pulses,1
2024-07-22,10-626-8536,Grains & Pulses,1
2024-07-24,10-626-8536,Grains & Pulses,1
2024-07-26,10-626-8536,Grains & Pulses,3
2024-07-27,10-626-8536,Grains & Pulses,1
2024-07-31,10-626-8536,Grains & Pulses,1
2024-08-10,10-626-8536,Grains & Pulses,1
2024-08-11,10-626-8536,Grains & Pulses,1
2024-08-21,10-626-8536,Grains & Pulses,1
2024-08-28,10-626-8536,Grains & Pulses,1
2024-09-04,10-626-8536,Grains & Pulses,1
2024-09-06,10-626-8536,Grains & Pulses,1
2024-09-19,10-626-8536,Grains & Pulses,1
2024-09-20,10-626-8536,Grains & Pulses,1
2024-09-24,10-626-8536,Grains & Pulses,1
2024-09-26,10-626-8536,Grains & Pulses,1
2024-09-27,10-626-8536,Grains & Pulses,1
2024-09-29,10-626-8536,Grains & Pulses,1
2024-09-30,10-626-8536,Grains & Pulses,1
2024-10-16,10-626-8536,Grains & Pulses,1
2024-10-18,10-626-8536,Grains & Pulses,1
2024-10-21,10-626-8536,Grains & Pulses,1
2024-10-28,10-626-8536,Grains & Pulses,1
2024-10-29,10-626-8536,Grains & Pulses,1
2024-10-30,10-626-8536,Grains & Pulses,1
2024-11-01,10-626-8536,Grains & Pulses,1
2024-11-16,10-626-8536,Grains & Pulses,1
2024-11-17,10-626-8536,Grains & Pulses,1
2024-11-18,10-626-8536,Grains & Pulses,1
2024-11-21,10-626-8536,Grains & Pulses,1
2024-11-22,10-626-8536,Grains & Pulses,1
2024-11-27,10-626-8536,Grains & Pulses,1
2024-11-28,10-626-8536,Grains & Pulses,1
2024-12-08,10-626-8536,Grains & Pulses,1
2024-12-14,10-626-8536,Grains & Pulses,1
2024-12-18,10-626-8536,Grains & Pulses,1
2024-12-29,10-626-8536,Grains & Pulses,1
2024-12-31,10-626-8536,Grains & Pulses,3
2025-01-01,10-626-8536,Grains & Pulses,1
2025-01-04,10-626-8536,Grains & Pulses,1
2025-01-06,10-626-8536,Grains & Pulses,1
2025-01-12,10-626-8536,Grains & Pulses,1
2025-01-13,10-626-8536,Grains & Pulses,1
2025-01-17,10-626-8536,Grains & Pulses,1
2025-01-19,10-626-8536,Grains & Pulses,1
2025-01-21,10-626-8536,Grains & Pulses,1
2025-01-23,10-626-8536,Grains & Pulses,1
2025-01-27,10-626-8536,Grains & Pulses,2
2024-06-02,42-879-9478,Seafood,2
2024-06-04,42-879-9478,Seafood,1
2024-06-05,42-879-9478,Seafood,1
2024-06-07,42-879-9478,Seafood,2
2024-06-09,42-879-9478,Seafood,1
2024-06-13,42-879-9478,Seafood,1
2024-06-19,42-879-9478,Seafood,1
2024-06-22,42-879-9478,Seafood,1
2024-06-23,42-879-9478,Seafood,1
2024-06-29,42-879-9478,Seafood,1
2024-07-03,42-879-9478,Seafood,2
2024-07-04,42-879-9478,Seafood,1
2024-07-06,42-879-9478,Seafood,3
2024-07-08,42-879-9478,Seafood,1
2024-07-09,42-879-9478,Seafood,1
2024-07-10,42-879-9478,Seafood,1
2024-07-12,42-879-9478,Seafood,1
2024-07-15,42-879-9478,Seafood,1
2024-07-17,42-879-9478,Seafood,1
2024-07-19,42-879-9478,Seafood,2
2024-07-23,42-879-9478,Seafood,1
2024-07-24,42-879-9478,Seafood,1
2024-08-01,42-879-9478,Seafood,1
2024-08-04,42-879-9478,Seafood,1
2024-08-10,42-879-9478,Seafood,1
2024-08-14,42-879-9478,Seafood,1
2024-08-15,42-879-9478,Seafood,1
2024-08-16,42-879-9478,Seafood,1
2024-08-19,42-879-9478,Seafood,1
2024-08-20,42-879-9478,Seafood,1
2024-08-23,42-879-9478,Seafood,1
2024-08-24,42-879-9478,Seafood,1
2024-08-25,42-879-9478,Seafood,1
2024-09-07,42-879-9478,Seafood,1
2024-09-10,42-879-9478,Seafood,1
2024-09-15,42-879-9478,Seafood,1
2024-09-20,42-879-9478,Seafood,1
2024-09-21,42-879-9478,Seafood,1
2024-09-24,42-879-9478,Seafood,1
2024-09-25,42-879-9478,Seafood,2
2024-10-09,42-879-9478,Seafood,1
2024-10-12,42-879-9478,Seafood,2
2024-10-13,42-879-9478,Seafood,1
2024-10-14,42-879-9478,Seafood,1
2024-10-15,42-879-9478,Seafood,1
2024-10-18,42-879-9478,Seafood,1
2024-10-27,42-879-9478,Seafood,1
2024-10-31,42-879-9478,Seafood,1
2024-11-03,42-879-9478,Seafood,1
2024-11-07,42-879-9478,Seafood,2
2024-11-08,42-879-9478,Seafood,1
2024-11-17,42-879-9478,Seafood,1
2024-11-25,42-879-9478,Seafood,1
2024-11-29,42-879-9478,Seafood,1
2024-12-04,42-879-9478,Seafood,1
2024-12-09,42-879-9478,Seafood,1
2024-12-10,42-879-9478,Seafood,1
2024-12-11,42-879-9478,Seafood,1
2024-12-15,42-879-9478,Seafood,1
2024-12-16,42-879-9478,Seafood,1
2024-12-18,42-879-9478,Seafood,2
2024-12-23,42-879-9478,Seafood,1
2024-12-26,42-879-9478,Seafood,1
2025-01-02,42-879-9478,Seafood,2
2025-01-08,42-879-9478,Seafood,1
2025-01-09,42-879-9478,Seafood,1
2025-01-12,42-879-9478,Seafood,1
2025-01-18,42-879-9478,Seafood,1
2025-01-21,42-879-9478,Seafood,1
2025-01-26,42-879-9478,Seafood,1
2025-02-03,42-879-9478,Seafood,1
2025-02-04,42-879-9478,Seafood,2
2025-02-06,42-879-9478,Seafood,2
2025-02-07,42-879-9478,Seafood,1
2025-02-09,42-879-9478,Seafood,1
2025-02-12,42-879-9478,Seafood,1
2025-02-13,42-879-9478,Seafood,1
2025-02-14,42-879-9478,Seafood,1
2025-02-15,42-879-9478,Seafood,1
2025-02-16,42-879-9478,Seafood,2
2025-02-23,42-879-9478,Seafood,1
2024-06-01,82-380-5378,Dairy,21
2024-06-02,82-380-5378,Dairy,23
2024-06-03,82-380-5378,Dairy,16
2024-06-03,23-265-8144,Dairy,1
2024-06-11,23-265-8144,Dairy,1
2024-06-18,23-265-8144,Dairy,2
2024-06-19,23-265-8144,Dairy,1
2024-06-20,23-265-8144,Dairy,1
2024-06-24,23-265-8144,Dairy,2
2024-06-25,23-265-8144,Dairy,1
2024-06-26,23-265-8144,Dairy,1
2024-06-27,23-265-8144,Dairy,1
2024-07-02,23-265-8144,Dairy,1
2024-07-08,23-265-8144,Dairy,1
2024-07-09,23-265-8144,Dairy,1
2024-07-11,23-265-8144,Dairy,2
2024-07-14,23-265-8144,Dairy,1
2024-07-15,23-265-8144,Dairy,1
2024-07-17,23-265-8144,Dairy,3
2024-07-21,23-265-8144,Dairy,1
2024-07-22,23-265-8144,Dairy,1
2024-07-25,23-265-8144,Dairy,1
2024-07-28,23-265-8144,Dairy,1
2024-07-31,23-265-8144,Dairy,1
2024-08-06,23-265-8144,Dairy,1
2024-08-08,23-265-8144,Dairy,1
2024-08-13,23-265-8144,Dairy,2
2024-08-15,23-265-8144,Dairy,1
2024-08-17,23-265-8144,Dairy,1
2024-08-25,23-265-8144,Dairy,1
2024-08-26,23-265-8144,Dairy,1
2024-09-02,23-265-8144,Dairy,1
2024-09-05,23-265-8144,Dairy,2
2024-09-06,23-265-8144,Dairy,1
2024-09-07,23-265-8144,Dairy,1
2024-09-14,23-265-8144,Dairy,1
2024-09-16,23-265-8144,Dairy,1
2024-09-29,23-265-8144,Dairy,1
2024-10-01,23-265-8144,Dairy,1
2024-10-02,23-265-8144,Dairy,1
2024-10-06,23-265-8144,Dairy,1
2024-10-08,23-265-8144,Dairy,1
2024-10-11,23-265-8144,Dairy,1
2024-10-12,23-265-8144,Dairy,1
2024-10-13,23-265-8144,Dairy,1
2024-10-15,23-265-8144,Dairy,1
2024-10-16,23-265-8144,Dairy,1
2024-10-19,23-265-8144,Dairy,2
2024-10-21,23-265-8144,Dairy,1
2024-10-27,23-265-8144,Dairy,1
2024-10-28,23-265-8144,Dairy,2
2024-10-29,23-265-8144,Dairy,1
2024-10-30,23-265-8144,Dairy,1
2024-11-03,23-265-8144,Dairy,2
2024-11-09,23-265-8144,Dairy,1
2024-06-01,62-393-9939,Dairy,48
2024-06-02,62-393-9939,Dairy,47
2024-04-07,90-343-9640,Oils & Fats,1
2024-04-10,90-343-9640,Oils & Fats,2
2024-04-21,90-343-9640,Oils & Fats,1
2024-04-22,90-343-9640,Oils & Fats,1
2024-05-03,90-343-9640,Oils & Fats,1
2024-05-10,90-343-9640,Oils & Fats,1
2024-05-13,90-343-9640,Oils & Fats,1
2024-05-19,90-343-9640,Oils & Fats,1
2024-05-20,90-343-9640,Oils & Fats,1
2024-05-23,90-343-9640,Oils & Fats,1
2024-05-27,90-343-9640,Oils & Fats,1
2024-06-04,90-343-9640,Oils & Fats,1
2024-06-06,90-343-9640,Oils & Fats,1
2024-06-09,90-343-9640,Oils & Fats,1
2024-06-13,90-343-9640,Oils & Fats,1
2024-06-14,90-343-9640,Oils & Fats,1
2024-06-17,90-343-9640,Oils & Fats,2
2024-06-19,90-343-9640,Oils & Fats,1
2024-06-21,90-343-9640,Oils & Fats,1
2024-06-30,90-343-9640,Oils & Fats,1
2024-07-05,36-899-5324,Fruits & Vegetables,2
2024-07-06,36-899-5324,Fruits & Vegetables,4
2024-07-07,36-899-5324,Fruits & Vegetables,4
2024-07-08,36-899-5324,Fruits & Vegetables,1
2024-07-09,36-899-5324,Fruits & Vegetables,1
2024-07-10,36-899-5324,Fruits & Vegetables,2
2024-07-11,36-899-5324,Fruits & Vegetables,4
2024-07-12,36-899-5324,Fruits & Vegetables,2
2024-07-13,36-899-5324,Fruits & Vegetables,2
2024-07-14,36-899-5324,Fruits & Vegetables,2
2024-07-15,36-899-5324,Fruits & Vegetables,2
2024-07-16,36-899-5324,Fruits & Vegetables,2
2024-07-17,36-899-5324,Fruits & Vegetables,1
2024-07-18,36-899-5324,Fruits & Vegetables,2
2024-07-19,36-899-5324,Fruits & Vegetables,2
2024-07-20,36-899-5324,Fruits & Vegetables,4
2024-07-21,36-899-5324,Fruits & Vegetables,2
2024-07-22,36-899-5324,Fruits & Vegetables,2
2024-07-23,36-899-5324,Fruits & Vegetables,1
2024-07-24,36-899-5324,Fruits & Vegetables,1
2024-07-25,36-899-5324,Fruits & Vegetables,1
2024-07-26,36-899-5324,Fruits & Vegetables,1
2024-07-27,36-899-5324,Fruits & Vegetables,2
2024-07-28,36-899-5324,Fruits & Vegetables,2
2024-07-29,36-899-5324,Fruits & Vegetables,2
2024-07-30,36-899-5324,Fruits & Vegetables,3
2024-07-31,36-899-5324,Fruits & Vegetables,2
2024-08-01,36-899-5324,Fruits & Vegetables,1
2024-03-25,41-538-3129,Bakery,1
2024-03-27,41-538-3129,Bakery,1
2024-04-02,41-538-3129,Bakery,1
2024-04-04,41-538-3129,Bakery,1
2024-04-08,41-538-3129,Bakery,1
2024-04-09,41-538-3129,Bakery,1
2024-04-13,41-538-3129,Bakery,1
2024-04-16,41-538-3129,Bakery,1
2024-04-25,41-538-3129,Bakery,2
2024-04-26,41-538-3129,Bakery,1
2024-04-28,41-538-3129,Bakery,1
2024-05-01,41-538-3129,Bakery,1
2024-05-06,41-538-3129,Bakery,1
2024-05-10,41-538-3129,Bakery,2
2024-05-11,41-538-3129,Bakery,1
2024-05-13,41-538-3129,Bakery,1
2024-05-17,41-538-3129,Bakery,1
2024-05-18,41-538-3129,Bakery,1
2024-05-20,41-538-3129,Bakery,1
2024-05-21,41-538-3129,Bakery,1
2024-05-24,41-538-3129,Bakery,1
2024-05-26,41-538-3129,Bakery,1
2024-05-29,41-538-3129,Bakery,2
2024-06-03,41-538-3129,Bakery,1
2024-06-05,41-538-3129,Bakery,1
2024-06-10,41-538-3129,Bakery,1
2024-06-11,41-538-3129,Bakery,1
2024-06-15,41-538-3129,Bakery,1
2024-06-22,41-538-3129,Bakery,1
2024-06-27,41-538-3129,Bakery,1
2024-06-29,41-538-3129,Bakery,1
2024-07-01,41-538-3129,Bakery,1
2024-07-03,41-538-3129,Bakery,2
2024-07-08,41-538-3129,Bakery,1
2024-07-10,41-538-3129,Bakery,2
2024-07-11,41-538-3129,Bakery,1
2024-07-19,41-538-3129,Bakery,2
2024-07-26,41-538-3129,Bakery,2
2024-07-27,41-538-3129,Bakery,1
2024-07-28,41-538-3129,Bakery,1
2024-07-30,41-538-3129,Bakery,2
2024-08-03,41-538-3129,Bakery,1
2024-08-04,41-538-3129,Bakery,2
2024-08-05,41-538-3129,Bakery,1
2024-08-06,41-538-3129,Bakery,1
2024-08-08,41-538-3129,Bakery,2
2024-08-16,41-538-3129,Bakery,1
2024-08-18,41-538-3129,Bakery,1
2024-08-20,41-538-3129,Bakery,1
2024-08-24,41-538-3129,Bakery,1
2024-08-27,41-538-3129,Bakery,1
2024-08-29,41-538-3129,Bakery,1
2024-04-15,47-843-8207,Fruits & Vegetables,1
2024-04-20,47-843-8207,Fruits & Vegetables,1
